[18, 77, 60, 1, 26, 70, 15, 57, 68, 30, 6, 99, 19, 76, 75, 23, 31, 44, 7, 29, 72, 21, 37, 85, 58, 66, 11, 5, 62, 14, 10, 82, 38, 35, 9, 81, 91, 74, 55, 2, 42, 22, 50, 90, 86, 45, 78, 96, 54, 27, 25, 87, 73, 92, 65, 94, 53, 98, 28, 4, 33, 20, 49, 40, 41, 48, 39, 69, 61, 47, 71, 8, 32, 17, 52, 36, 51, 88, 83, 13]
[18, 77, 60, 1, 26, 70, 15, 57, 99, 6, 30, 68, 19, 76, 23, 75, 7, 31, 44, 37, 72, 85, 21, 58, 66, 29, 5, 11, 62, 82, 35, 14, 38, 9, 91, 2, 10, 55, 74, 81, 50, 22, 42, 45, 86, 27, 78, 54, 94, 90, 96, 87, 43, 56, 3, 79, 53, 95, 63, 84, 92, 4, 40, 65, 64, 67, 20, 34, 41, 52, 47, 46, 93, 59, 25, 24, 39, 36, 69, 83]
[18, 77, 60, 1, 26, 15, 70, 57, 99, 30, 68, 6, 19, 76, 23, 75, 44, 31, 7, 37, 58, 66, 21, 72, 85, 29, 35, 5, 11, 62, 38, 14, 82, 9, 55, 81, 2, 10, 91, 22, 74, 42, 50, 86, 54, 27, 87, 45, 96, 78, 92, 0, 53, 73, 17, 94, 90, 98, 88, 47, 8, 4, 61, 89, 40, 3, 33, 20, 52, 12, 49, 65, 69, 71, 41, 36, 48, 32, 95, 80]
[18, 77, 60, 1, 26, 15, 70, 68, 99, 30, 57, 6, 23, 19, 75, 76, 44, 7, 31, 37, 58, 66, 21, 11, 85, 72, 29, 5, 35, 62, 38, 82, 14, 55, 91, 9, 2, 81, 22, 74, 10, 42, 50, 86, 54, 27, 87, 94, 53, 96, 45, 90, 39, 25, 40, 97, 20, 78, 51, 83, 92, 67, 43, 47, 52, 65, 4, 34, 28, 64, 88, 41, 36, 8, 3, 73, 69, 46, 16, 98]
[18, 77, 1, 60, 26, 15, 70, 99, 30, 68, 6, 57, 23, 19, 75, 76, 44, 7, 37, 31, 58, 66, 35, 21, 11, 85, 29, 5, 82, 72, 62, 14, 38, 55, 2, 9, 91, 22, 42, 81, 50, 27, 86, 74, 10, 94, 54, 87, 53, 90, 96, 95, 17, 40, 78, 45, 59, 61, 92, 4, 20, 79, 8, 47, 83, 71, 65, 49, 52, 0, 32, 67, 36, 13, 93, 33, 63, 25, 41, 69]
[18, 77, 1, 60, 26, 15, 99, 70, 30, 68, 23, 6, 75, 57, 19, 76, 44, 37, 58, 31, 7, 66, 35, 29, 21, 11, 5, 85, 82, 62, 72, 14, 55, 91, 38, 2, 9, 22, 42, 27, 50, 81, 86, 10, 74, 87, 53, 54, 94, 96, 40, 92, 45, 43, 48, 20, 39, 88, 84, 47, 52, 90, 78, 34, 73, 98, 95, 80, 4, 65, 56, 83, 0, 3, 46, 69, 36, 64, 17, 61]
[18, 77, 60, 1, 26, 15, 99, 70, 68, 23, 30, 19, 75, 6, 44, 57, 76, 37, 31, 58, 7, 11, 35, 21, 66, 29, 85, 5, 55, 62, 38, 14, 82, 2, 72, 91, 9, 42, 22, 86, 50, 27, 53, 81, 87, 74, 54, 94, 40, 10, 96, 47, 78, 41, 59, 89, 45, 4, 20, 90, 92, 67, 51, 65, 52, 25, 49, 88, 8, 12, 69, 71, 36, 32, 83, 3, 43, 73, 39, 95]
[18, 77, 60, 1, 26, 15, 99, 70, 23, 68, 30, 75, 19, 44, 6, 57, 76, 58, 37, 35, 31, 66, 7, 11, 29, 21, 5, 55, 82, 85, 91, 72, 62, 14, 38, 2, 22, 9, 42, 27, 86, 50, 53, 94, 40, 54, 81, 74, 87, 78, 10, 47, 96, 4, 0, 28, 33, 61, 34, 52, 17, 45, 65, 79, 20, 36, 92, 59, 90, 24, 88, 98, 64, 46, 97, 93, 8, 41, 83, 67]
[18, 77, 1, 60, 26, 15, 99, 23, 30, 70, 68, 44, 75, 19, 57, 6, 76, 37, 31, 58, 66, 11, 35, 7, 21, 29, 5, 85, 55, 82, 62, 2, 14, 38, 72, 91, 9, 42, 22, 86, 27, 53, 50, 81, 54, 87, 94, 40, 96, 10, 20, 47, 71, 69, 80, 52, 36, 73, 49, 59, 74, 4, 95, 39, 43, 3, 78, 45, 25, 63, 48, 65, 67, 92, 32, 0, 51, 41, 17, 98]
[18, 77, 1, 60, 26, 15, 99, 23, 68, 30, 70, 44, 75, 19, 6, 57, 37, 76, 58, 66, 35, 11, 31, 21, 7, 55, 5, 29, 82, 62, 85, 91, 14, 38, 2, 72, 9, 22, 42, 86, 27, 53, 50, 94, 54, 10, 81, 96, 40, 47, 4, 74, 87, 88, 90, 52, 83, 34, 61, 65, 13, 69, 36, 59, 56, 20, 78, 84, 92, 0, 45, 39, 95, 17, 43, 46, 64, 41, 71, 8]
[18, 1, 77, 60, 26, 15, 99, 68, 23, 44, 30, 75, 70, 19, 76, 37, 6, 35, 58, 11, 66, 57, 31, 21, 29, 55, 7, 5, 62, 82, 85, 14, 2, 38, 72, 91, 9, 22, 86, 42, 27, 53, 40, 50, 87, 94, 54, 52, 10, 81, 47, 96, 59, 78, 49, 74, 83, 67, 65, 80, 33, 93, 16, 79, 69, 36, 32, 0, 34, 4, 73, 17, 20, 89, 45, 3, 25, 39, 92, 98]
[18, 77, 1, 60, 26, 15, 23, 68, 44, 99, 30, 70, 75, 35, 19, 6, 58, 76, 37, 11, 66, 31, 57, 29, 55, 5, 7, 21, 82, 62, 14, 85, 91, 72, 2, 38, 22, 42, 9, 86, 27, 40, 50, 53, 94, 47, 81, 52, 54, 96, 88, 95, 61, 87, 20, 59, 10, 74, 4, 90, 65, 51, 41, 48, 43, 71, 28, 46, 97, 49, 34, 12, 83, 36, 0, 39, 69, 78, 17, 64]
[18, 77, 1, 60, 26, 15, 99, 23, 44, 68, 30, 70, 75, 19, 35, 76, 58, 6, 37, 66, 11, 31, 5, 55, 21, 29, 62, 82, 7, 85, 57, 38, 91, 72, 14, 2, 86, 9, 22, 42, 27, 40, 53, 54, 50, 52, 47, 94, 81, 65, 87, 10, 96, 59, 4, 92, 45, 80, 32, 63, 61, 73, 20, 0, 8, 93, 95, 88, 67, 74, 71, 98, 78, 56, 41, 83, 43, 49, 25, 79]
[18, 1, 77, 60, 26, 15, 68, 44, 99, 30, 23, 75, 37, 70, 76, 19, 35, 11, 6, 66, 55, 58, 29, 31, 7, 5, 62, 21, 82, 85, 57, 14, 91, 38, 72, 2, 42, 9, 86, 22, 40, 27, 47, 53, 50, 52, 54, 94, 81, 10, 59, 65, 96, 4, 69, 34, 24, 36, 0, 3, 51, 45, 74, 84, 92, 90, 87, 80, 33, 39, 67, 17, 61, 73, 83, 20, 78, 46, 49, 71]
[18, 1, 77, 60, 26, 15, 99, 23, 44, 68, 30, 75, 70, 19, 35, 76, 6, 11, 37, 58, 66, 55, 29, 31, 21, 7, 5, 57, 62, 91, 14, 85, 82, 72, 38, 9, 2, 86, 40, 42, 22, 27, 47, 54, 53, 50, 65, 52, 0, 10, 59, 94, 81, 96, 87, 88, 36, 74, 64, 95, 32, 93, 69, 98, 41, 92, 39, 48, 61, 17, 13, 45, 67, 89, 34, 4, 83, 80, 43, 51]
[18, 1, 77, 60, 26, 15, 44, 99, 23, 68, 30, 75, 70, 35, 11, 76, 66, 58, 55, 37, 19, 6, 31, 21, 29, 5, 62, 7, 82, 91, 72, 85, 14, 38, 57, 2, 22, 40, 42, 86, 9, 27, 52, 54, 65, 53, 47, 50, 59, 10, 94, 36, 81, 96, 63, 90, 92, 95, 78, 8, 88, 49, 25, 20, 87, 73, 4, 3, 93, 74, 39, 56, 34, 69, 97, 17, 79, 46, 0, 83]
[18, 1, 77, 60, 26, 15, 23, 44, 68, 30, 99, 75, 70, 35, 37, 58, 11, 76, 19, 66, 55, 29, 6, 21, 31, 7, 5, 62, 82, 91, 72, 14, 85, 57, 38, 9, 2, 86, 40, 22, 27, 42, 54, 52, 47, 59, 50, 53, 10, 65, 94, 81, 4, 96, 36, 45, 98, 64, 20, 32, 41, 61, 80, 49, 78, 43, 0, 33, 71, 95, 12, 93, 67, 34, 83, 87, 74, 39, 92, 17]
[18, 1, 77, 60, 26, 15, 68, 44, 99, 23, 30, 75, 70, 76, 35, 66, 58, 11, 37, 19, 55, 31, 6, 21, 7, 29, 5, 62, 85, 82, 14, 91, 72, 57, 38, 2, 40, 86, 9, 42, 22, 27, 52, 54, 59, 47, 0, 94, 50, 65, 80, 4, 53, 36, 69, 96, 81, 51, 84, 88, 73, 10, 46, 98, 83, 71, 28, 90, 45, 25, 49, 61, 16, 87, 20, 93, 95, 74, 34, 63]
[18, 1, 77, 60, 15, 26, 44, 68, 23, 99, 30, 75, 35, 55, 76, 70, 11, 37, 58, 66, 19, 6, 21, 31, 62, 7, 5, 82, 29, 91, 85, 72, 14, 38, 2, 40, 57, 86, 9, 42, 22, 27, 52, 59, 4, 54, 47, 65, 81, 94, 50, 53, 36, 0, 80, 69, 56, 78, 96, 17, 13, 41, 79, 39, 32, 43, 24, 46, 89, 48, 88, 92, 10, 49, 67, 8, 73, 87, 45, 3]
[18, 1, 77, 15, 60, 26, 68, 44, 23, 30, 99, 70, 75, 35, 55, 58, 11, 76, 66, 19, 37, 21, 29, 7, 31, 62, 6, 5, 91, 82, 72, 85, 14, 40, 38, 57, 86, 9, 2, 22, 42, 54, 27, 4, 65, 59, 52, 47, 50, 94, 0, 81, 36, 92, 64, 39, 98, 93, 10, 96, 20, 97, 83, 34, 80, 74, 53, 51, 71, 33, 49, 69, 61, 43, 63, 95, 78, 41, 90, 56]
[18, 1, 77, 60, 26, 15, 44, 68, 23, 30, 99, 35, 75, 70, 55, 11, 66, 37, 58, 76, 21, 29, 5, 19, 62, 6, 31, 7, 91, 85, 72, 82, 14, 40, 86, 38, 2, 57, 27, 22, 42, 9, 52, 59, 54, 4, 65, 94, 47, 50, 81, 51, 53, 0, 74, 32, 17, 25, 36, 96, 73, 10, 93, 83, 80, 45, 3, 39, 95, 92, 78, 84, 20, 79, 49, 46, 34, 87, 41, 98]
[18, 1, 77, 60, 26, 15, 44, 68, 23, 30, 99, 75, 35, 66, 70, 55, 11, 37, 58, 76, 19, 21, 31, 62, 5, 29, 7, 6, 91, 85, 82, 14, 72, 40, 38, 57, 86, 2, 22, 59, 42, 52, 65, 0, 27, 54, 9, 47, 94, 53, 4, 50, 10, 81, 36, 96, 43, 69, 67, 95, 88, 34, 83, 71, 63, 74, 51, 93, 92, 39, 61, 64, 8, 80, 56, 25, 17, 78, 20, 73]
[18, 1, 77, 60, 26, 15, 44, 30, 23, 68, 99, 35, 75, 55, 11, 70, 66, 58, 37, 76, 19, 21, 29, 62, 5, 7, 6, 31, 85, 91, 14, 72, 82, 40, 38, 22, 86, 2, 27, 57, 9, 65, 42, 47, 52, 94, 4, 59, 54, 50, 0, 69, 81, 96, 53, 34, 43, 88, 97, 87, 45, 33, 12, 39, 49, 71, 32, 56, 46, 13, 48, 80, 89, 83, 98, 84, 10, 67, 36, 79]
[18, 1, 77, 60, 26, 15, 44, 68, 23, 30, 99, 35, 11, 75, 55, 70, 66, 58, 76, 29, 62, 37, 5, 21, 19, 31, 91, 7, 6, 85, 82, 14, 72, 40, 38, 86, 2, 59, 42, 22, 27, 57, 47, 65, 94, 4, 52, 9, 54, 81, 53, 0, 50, 96, 74, 93, 61, 63, 64, 95, 43, 51, 90, 17, 39, 92, 83, 49, 41, 73, 10, 98, 20, 80, 36, 69, 34, 25, 16, 78]
